en	zo
Then King David said to the whole assembly, “My son Solomon, the one whom God has chosen, is young and inexperienced, and the task is great, for this palace is not for man, but for the LORD God.	Tua ciangin Kumpi David in a kikhawm khempeuhte kiangah, “Pasian in amah bek a teelsa ka tapa Solomon pen khangno-in pumpi tawh sinna om nai lo a, nasep ding pen lian mahmah hi. Bang hang hiam cih leh hih biakinn lianpi pen mihing a’ ding hi lo a, Topa Pasian a’ ding ahi hi.
You will not have to fight this battle. Take up your positions, stand firm, and see the salvation of the LORD on your behalf, O Judah and Jerusalem. Do not be afraid or discouraged. Go out to face them tomorrow, and the LORD will be with you.’”	Note in hih kidona-ah na do ding uh kisam lo hi. Judah gam mite le Jerusalem khuamite aw, na panmun uh la-in taang loin ding unla, note’ tangin Topa’ gualzawhna mu un,’ ci hi. Kihta kei unla, lungkia kei un. Zing ciangin amaute a do-in pai un. Topa in note hong ompih ding hi,” a ci hi.
Whoever among you belongs to His people, may his God be with him, and may he go up to Jerusalem in Judah and build the house of the LORD, the God of Israel, the God who is in Jerusalem.	Note lakah ama mi peuhmah a Pasian in ompih hen la, Judah gam sung Jerusalem khua-ah paito hen la, Israel Pasian, Topa’ biakinn lamkik hen. Amah pen Jerusalem-ah a om Pasian ahi hi.
Then I commanded the Levites to purify themselves and to go and guard the gates in order to keep the Sabbath day holy. Remember me for this also, O my God, and show mercy to me according to Your great loving devotion.	Tua ciangin Sabbath ni a siangtho-in a omsak theih nadingun amaute kisiansuah tawmin kongpite hong cin nadingun Levi mite ka sawl hi. Ka Pasian aw, hih thu-ah zong hong phawk inla, na itna tawh kizui-in siatna panin kei hong pengsak in.
“All the king’s officials and the people of the royal provinces know that for any man or woman who approaches the king in the inner court without being summoned, there is but one law: that he be put to death. The only exception is for the king to extend the gold scepter to him and spare his life.	“Numei ahi a, pasal ahi zongin sap lohpi-in mi khat peuhpeuh kumpipa’ omna inn sungah a va lut leh upadi khat bek om a, tua pen, thah ding ahi hi; kumpipa in ama lamah a kham kumpi ciangkhut a na zan leh tua mipa suakta bek ding ahihna thu kumpipa’ nasemte le ama ukna gam mi khempeuh in a theih ciat uh ahi hi. Tu-in kumpipa kiangah a pai dingin hong kisap loh zawh ni sawmthum bang pha ta hi,” a ci hi.
“Listen to this, Job; stop and consider God’s wonders.	“Job aw, tawlkhat khawlin ngai inla, Pasian’ bawlsa na lamdangte ngaihsun dih in.
Those who know Your name will trust in You, for You, LORD, have never forsaken those who seek You.	Topa aw, nang a hong zongte nusia lo na hih manin, na min a theite in nang hong muang uh hi.
Teach me Your way, O LORD, that I may walk in Your truth. Give me an undivided heart, that I may fear Your name.	Topa aw, nang tungah hong thumanin nangma lampi ka zuih theih nadingin kei hong hilh inla, nangma min a zahtakte tawh keima lungsim pumkhat hong bangsak in.
Listen, my son, to your father’s instruction, and do not forsake your mother’s teaching.	Ka ta aw, na pa’ hong thuhilhna hoihtakin zui inla, na nu’ hong thugente ngai in.
A good name is more desirable than great riches; to be esteemed is better than silver or gold.	Hauhna sangin min hoihna deihhuai zaw a, kham le ngun sangin mi’ hong thusimna deihhuai zaw hi.
Do not be quick with your mouth, do not be hasty in your heart to utter anything before God. For God is in heaven and you are on earth, so let your words be few.	Thu ngaihsun masa-in pau inla, Pasian’ tungah thu mawk ciampak kei in. Vantungah Pasian om a, leitungah nang om na hih manin na pau ding a kilawm zahval pau kei in.
Woe to those who call evil good and good evil, who turn darkness to light and light to darkness, who replace bitter with sweet and sweet with bitter.	A phate sia ci-in, a siate pha ci a, khuavak dingin khuamial koihin, khuamial dingin khuavak koih a, a khum dingin a kha koihin, a kha dingin a khum a koihte in gimna ngah tahen.
Therefore this is what the LORD says: “If you repent, I will restore you that you may serve Me; and if you utter worthy, not worthless, words, you will be My spokesman. Let this people turn to you, but you must not turn to them.	Tua ahih manin Topa in, “Na hong kilehkik leh kong koihna ngei-ah kong koihkik ding a, ka na na sem kik ding hi. Thu manpha lo gen loin thu manpha bek na gen leh, ka kamsang dingin ka hong zang ding hi. Nang kiangah amaute hong pai ding uh a, nang na hih leh amau’ kiangah na pai kei ding hi.
It is good for a man to bear the yoke while he is young.	Na khangno lai-in thuakzawh hat ding kisin leteh hoihpen hi.
For I take no pleasure in the death of anyone, declares the Lord GOD. So repent and live!	Kuama sih ding ka deih kei hi. Tua ahih manin na mawh gamtatna uh khawlin nungta un, Topa Pasian in ci hi,” a hong ci hi.
“As I looked, thrones were set in place, and the Ancient of Days took His seat. His clothing was as white as snow, and the hair of His head was like pure wool. His throne was flaming with fire, and its wheels were all ablaze.	Ka et laitakin kumpi tokhomte a hong kikoih hi. A nungta tawntung mipa tua tokhomte khat tungah a tu hi. A puante vuk bangin ngo a, a samte tuumul hoih tawh a kibang hi. A tokhom pen meikuang leengpei tungah kinga-in mei kuang zuazua a,
Whoever is wise, let him understand these things. Whoever is discerning, let him know them. For the ways of the LORD are right, and the righteous walk in them, but transgressors stumble in them.	Mipil, thu ngaihsun theite in hih thute theitelin limtakin ciamteh tahen. Topa’ lampi tang mahmah a, a thutang mite in tua lampi a tawn uh hi. Mawhneite in tua lampi tawn lo ahih manin a puk uh hi.
Do not be afraid, O land; be glad and rejoice. Surely the LORD has done great things.	“Lote aw, lau nawn kei unla, lungdam kipakin om un. Topa in note a dingin a lianpi hong bawlsak zo hi.
And the LORD said to me, “What do you see, Amos?” “A plumb line,” I replied. Then the Lord said, “Behold, I am setting a plumb line among My people Israel; I will not spare them again.	Tua ciangin Topa in kei kiangah, “Amos aw, bang na mu hiam?” hong ci hi. Kei zong dawngin, “Khaukhai khat mu ing,” ka ci hi. Tua ciangin Topa in, “En in, ka mi Israel-te a khialhna uh a kitheih nadingin hih khaukhai tawh ka en hi. Amaute gim ka piak ding ka khiakik nawn kei ding hi.
But as for me, I watch in hope for the LORD, I wait for God my Savior; my God will hear me.	Ahi zongin ke’n ahihleh Topa mah ka en ding a, kei hong suaktasak Pasian ka ngak ding hi. Ka Pasian in ka thu hong ngai ding hi.
Then the LORD answered me: “Write down the vision and make it plain on tablets so that a herald may run with it.	Tua ciangin Topa in hih bangin hong dawng a, “Nangmah ka hong muhsak thu khempeuh a simnop mahmah dingin tungman peek tungah gelh in.
Sing, O Daughter of Zion; shout aloud, O Israel! Be glad and rejoice with all your heart, O Daughter of Jerusalem!	Zion tanu aw, nakpitakin la sa inla, Israel aw, lungdamin kiko in. Jerusalem tanu aw, na lungsim khempeuh tawh lungdam in.
The angel said to those who were standing before him, “Take off his filthy clothes.” Then he said to Joshua, “See, I have taken away your iniquity, and I will clothe you with rich vestments.”	Vantung mi in ama sawltak van midangte kiangah, “Hih mipa’ silh a puan ninte suahkhiatsak un,” ci-in thu a pia hi. Tua ciangin vantungmi in Joshua kiangah, “Na mawhna teng kong paihkhiatsak khin a, tu-in na silh dingin puan thak ka hong pia ding hi,” a ci hi.
Bring the full tithe into the storehouse, so that there may be food in My house. Test Me in this,” says the LORD of Hosts, “and see if I will not throw open the floodgates of heaven and pour out so much blessing that you will not have room enough for it.	Ka biakinn-ah an a om theih nadingin sawm-ah-khat a kimin hong paipih un. Kei hong ze-et un; vantung kongkhakte hongin, note a dingin na hoih tampi kong piakna na mu ding uh hi.
“Come, follow Me,” Jesus said, “and I will make you fishers of men.”	Jesuh in amaute kiangah, “Kei hong zui un; nga mat bangin pawl tampi a ngah thei mi kong suaksak ding hi,” ci hi.
Then, because so many people were coming and going that they did not even have a chance to eat, He said to them, “Come with Me by yourselves to a quiet place and get some rest.”	Mi a ciah leh a kuan kiphamat uh ahih manin Jesuh le a nungzuite in annek nading hun nangawn nei man lo uh hi. Tua ahih manin Jesuh in, “Ei guak i om theih nading mun khatah paikhia ni; tua lai-ah na tawlnga thei ding uh hi,” a ci hi.
The good man brings good things out of the good stored up in his heart, and the evil man brings evil things out of the evil stored up in his heart. For out of the overflow of the heart, the mouth speaks.	Mihoih pa in a lungsim sunga thuhoih omteng hong suahkhia a, migilo pa in a lungsim sunga a gitlohna teng hong suahkhia hi. Bang hang hiam cih leh mite pen amau’ lungsim sunga a om bangbang a hong paukhia uh ahi hi.
but whoever drinks the water I give him will never thirst. Indeed, the water I give him will become in him a spring of water welling up to eternal life.”	ahi zongin keima piak ding tui a dawn khempeuh dangtak kik nawn lo ding uh hi. Tua ka piak tui a dawnte sungah nuntakna tuinak piang ding a, a nungtasak paisuak ding hi,” a ci hi.
For I am with you, and no one will attack and harm you, for I have many people in this city.”	Hih khua sungah keima mi tampi om a, nang hong ompih ka hih manin kuamah in nang bangmah hong cih lo ding hi,” a ci hi.
Accept him whose faith is weak, without passing judgment on disputable matters.	Upna neu mite pawlbawl unla, na ngaihsutna uh a kituah kei leh zong mawhsak kei un.
To the weak I became weak, to win the weak. I have become all things to all men so that by all possible means I might save some.	Upna neu mite lakah na ka sep ciangin amaute ka ngahzawh nadingin amaute mah bangin ka gamta hi. Tua ahih manin ahih theihna lam peuhpeuhah mite ka ngahzawh nadingin mi khempeuh’ ngeina ka zui hi.
We demolish arguments and every pretension that sets itself up against the knowledge of God, and we take captive every thought to make it obedient to Christ.	Mite’ ngaihsutna a man lote ka thalnial gawpzo uh a, Pasian’ thu theih nading a khaktan thei nate ka susiagawp uh a, mi khempeuh’ ngaihsutna zo gawpin Khrih’ thu a mang dingin ka bawl uh hi.
Each one should test his own actions. Then he can take pride in himself, without comparing himself to somebody else,	A kuamah peuh in ama gamtatna ciat entel henla, kisialh nading a om leh ama gamtatna siksanin kisial henla, midangte tawh ki-ettehin kisial kei hen.
to equip the saints for the work of ministry, for building up the body of Christ,	Hih nasep a tuamtuamte khempeuh a sem dingin Pasian’ mi khempeuh kigingkhol sakin Khrih a dingin na semin Khrih pumpi a khansak theihna ding deihna ahi hi.
I am torn between the two: I desire to depart and be with Christ, which is better by far;	Hih thu nih khentat hak ka sa mahmah hi. Kei a dingin hoihzaw thampek ahih manin leitung pumpi si-in Khrih tawh omkhawm ding ka ut hi.
My purpose is that they may be encouraged in heart and united in love, so that they may have the full riches of complete understanding, in order that they may know the mystery of God, namely, Christ,	Note, lungsim hanna tawh kidimin, thu a man taktakin na theihna hangun lungkip takin omin, itna tawh pumkhat na suahtheih nading uh ka deihna ahi hi. Tua hileh Pasian’ thusim ahi Khrih mahmah na thei ding uh hi.
But since we belong to the day, let us be sober, putting on faith and love as a breastplate, and the hope of salvation as a helmet.	Ahi zongin eite pen khuavak gamtatna a nei sun khuavak mi ihih manin pilvang ni. Awmdal bangin upna le itna bulhin, siklukhu bangin i lamet hotkhiatna khu ni.
not to become easily unsettled or alarmed by some prophecy, report, or letter supposed to have come from us, saying that the day of the Lord has already come.	Topa’ hong pai ding ni hong tung khinta hi, ci-a thu kigenna hangin lunghimawhin lungmangin om kei un. Thuhilh khat peuhpeuh in hih bang thu hong genkha thei ding a, tua thu pen kote’ gen leh gelh hi, ci-in zong genkha ding uh hi.
Likewise, I want women to adorn themselves with proper clothing, with modesty and self-control, not with braided hair, gold, pearls, or expensive clothes,	Tua mah bangin numeite zong a kilawm a kituak bekin kizemin kipuahin, sam khawng a uanglua-in bawl loin, a khengvalin kizepna a tuamtuamte zang loin,
But as for you, continue in what you have learned and have become convinced of, because you know those from whom you learned it,	Ahi zongin nang na hih leh na theihsa na upsa thute ah kip paisuak in. Nang tungah thu hong hilhte kua mi ahi hiam cih na theihsa hi a,
Teach the older men to be temperate, worthy of respect, self-controlled, and sound in faith, in love, and in endurance.	Pasal khanghamte a kilawm a kituakin a omtheih nading, thu ngaihsun thei mi ahih nading, a kikemzo mite ahih theih nading, upna man a neihtheih nading, itna man a neihtheih nading uh le a manin lungkipin a thuakzawh nadingun na gen in.
